soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
12.0,0.4,0.8431682747262083,7,0.0748009477251387,0.26184211274238656
12.0,0.4,0.8431682747262083,15,0.1302988020896564,0.2551969559683501
12.0,0.4,0.8431682747262083,31,0.16628561374007841,0.2489013038929972
12.0,0.4,0.8431682747262083,62,0.18436417707226455,0.23248125146948356
12.0,0.4,0.8431682747262083,125,0.19059267925362638,0.22239146780506386
12.0,0.4,0.8431682747262083,250,0.17789216975180772,0.21163489051960732
12.0,0.4,0.8431682747262083,500,0.17696640569414238,0.19898144250781133
12.0,0.4,0.8431682747262083,1000,0.17124161366059215,0.1884111389735374
12.0,0.4,0.8431682747262083,2000,0.1646856393096358,0.17778362182384005
12.0,0.4,0.8431682747262083,4000,0.15766253246424597,0.17072319428262858
12.0,0.4,0.8431682747262083,8000,0.15199877972630566,0.16583498756685058
12.0,0.4,0.8431682747262083,16000,0.1475417968435671,0.1634053991016276
12.0,0.4,0.8431682747262083,32000,0.1446925135866645,0.16185368816208665
