soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
7.25,0.3,0.0924542380716536,7,0.005747940481698933,0.2680020839680635
7.25,0.3,0.0924542380716536,15,0.006513374184564549,0.2159837372625566
7.25,0.3,0.0924542380716536,31,0.01641546588510122,0.17365355382933473
7.25,0.3,0.0924542380716536,62,0.020214450987467148,0.15418237011572816
7.25,0.3,0.0924542380716536,125,0.0334493479377941,0.1633655698804126
7.25,0.3,0.0924542380716536,250,0.03910685831345503,0.1272253272490312
7.25,0.3,0.0924542380716536,500,0.04466947965170932,0.12018237171670842
7.25,0.3,0.0924542380716536,1000,0.049507437158673395,0.11581237998753799
7.25,0.3,0.0924542380716536,2000,0.054456593305244896,0.1127894001047696
7.25,0.3,0.0924542380716536,4000,0.05560443129702356,0.10326408877045581
7.25,0.3,0.0924542380716536,8000,0.057673294441508635,0.10055576464228666
7.25,0.3,0.0924542380716536,16000,0.05659945825131877,0.09876219175992804
7.25,0.3,0.0924542380716536,32000,0.055616169082573795,0.0990514113787053
