soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
7.25,0.3,0.0924542380716536,7,0.0036851437917115775,0.2516161651461929
7.25,0.3,0.0924542380716536,15,0.003636788359481001,0.21719708961691858
7.25,0.3,0.0924542380716536,31,0.007111498778667602,0.1756658669069347
7.25,0.3,0.0924542380716536,62,0.008733962424444495,0.13667383198625166
7.25,0.3,0.0924542380716536,125,0.011407420715036271,0.12502063669414576
7.25,0.3,0.0924542380716536,250,0.01383299478939896,0.1010256936624371
7.25,0.3,0.0924542380716536,500,0.017530006705870158,0.08716238770527937
7.25,0.3,0.0924542380716536,1000,0.019620198114704886,0.08051013622793306
7.25,0.3,0.0924542380716536,2000,0.021530599475225638,0.07779007754097447
7.25,0.3,0.0924542380716536,4000,0.02230765481678671,0.07121225123027589
7.25,0.3,0.0924542380716536,8000,0.022357812973640222,0.06865931004762287
