soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
12.0,0.4,0.8431682747262083,7,0.07280376804864327,0.26083207489222915
12.0,0.4,0.8431682747262083,15,0.12481622662820428,0.254849936891466
12.0,0.4,0.8431682747262083,31,0.15862874402701604,0.24626386171613673
12.0,0.4,0.8431682747262083,62,0.17602876983139498,0.22896751624065734
12.0,0.4,0.8431682747262083,125,0.17948515768204548,0.21541585390147086
12.0,0.4,0.8431682747262083,250,0.16597083020046663,0.2029191735216087
12.0,0.4,0.8431682747262083,500,0.16130127544053385,0.18860452459149038
12.0,0.4,0.8431682747262083,1000,0.15609228202944184,0.17727478895132082
12.0,0.4,0.8431682747262083,2000,0.15016712583998837,0.16694474509410026
12.0,0.4,0.8431682747262083,4000,0.14407985532654863,0.16115078282051648
12.0,0.4,0.8431682747262083,8000,0.13963336822601885,0.157535346650185
12.0,0.4,0.8431682747262083,16000,0.1356635895145782,0.15670618404545206
