id,config.sigma,config.cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end,metadata.search-mode
230208-131827-2873-arid-boot,0.4375271691399586,2.911945759424853,0.7338551522812453,0.0547242388026597,0.0588622472401955,1675862307.28765,1675866756.747423,random
230208-131829-0848-wary-list,1.6689389922470486,10.035550782218216,0.0025367964924275,0.034718453212434,0.0999831969928549,1675862309.088991,1675868411.268974,random
230208-144131-7883-worn-deal,1.5648768353894855,11.963698420909733,0.0192535014686516,0.0603981854906664,0.0980096998880688,1675867291.789164,1675874449.955648,random
230208-143710-5139-ripe-lack,0.1085630026949625,6.512098117222602,0.0244651604576463,0.0072684740973738,0.0463090360777919,1675867030.530274,1675873078.795187,random
230208-144132-6196-glum-pair,0.7183758092267839,12.536475026028873,0.0206833779832733,0.0127515486850987,0.0695208101206077,1675867292.62293,1675874926.733823,random
230208-150418-3220-fair-kiss,0.6601921212996983,6.444097572453162,0.0074702248266172,0.0023852102873129,0.0440173440921485,1675868658.322999,1675875095.423297,random
230208-162147-3191-both-kiss,0.6622791253042961,6.006205111367578,0.1059602254161572,0.0194572648090692,0.0377616821691843,1675873307.324958,1675879676.373072,random
230208-165545-4355-tidy-many,0.1498683131371569,3.783299822854105,0.0029294357126721,0.0035040247038675,0.0466640609563713,1675875345.436399,1675881249.966652,random
230208-164416-5468-hard-mode,1.3095601595145747,8.576853560507718,0.0032868254996689,0.0175680762416479,0.0792957850213307,1675874656.559831,1675880823.297473,random
230208-165103-3201-near-fear,0.9807193084922792,12.22103114132062,0.0025615229933396,0.0058927911874666,0.1088229025413621,1675875063.321235,1675882819.282039,random
230208-190257-1442-easy-snow,1.859772269689223,11.157272838935729,0.1182257220729903,0.120758248850804,0.1353933253068381,1675882977.145263,1675889627.724491,random
230208-183126-3700-wild-crew,0.7859713956622528,13.212692692890585,0.0168084743937764,0.0147809058152205,0.078899894882416,1675881086.372766,1675888846.510245,random
230208-184015-7800-bare-tell,1.2747760541258446,7.694011449636033,0.0003698990263894,0.0027093632138532,0.0918729727415954,1675881615.780905,1675888062.065434,random
230208-181316-6582-rich-desk,0.201374203502626,5.893775537041319,0.199857142850964,0.0098042621070336,0.0329809486072704,1675879996.671389,1675885909.460242,random
230208-205655-8067-high-west,1.6826500814002503,13.18079254812798,0.0077095807776657,0.0579872941277054,0.1126883529217324,1675889815.807756,1675897428.889127,random
230208-195521-5332-fine-jury,0.3263554547237762,8.797555465623848,0.7356664227784557,0.027441315090186,0.0482006770733279,1675886121.534644,1675892707.988362,random
230208-204300-7738-slim-stay,0.124126414815778,10.53908783004236,0.0001714868409562,1.3385883273836986e-06,0.0577867960522655,1675888980.77489,1675895455.594267,random
230208-203051-4479-rude-base,1.499299967350467,9.778269627482963,0.0002457735404354,0.0060256096802323,0.1450217944067872,1675888251.461385,1675895178.857926,random
230208-214736-2569-ajar-film,1.9815964983354333,6.1705868328756255,0.0002946416131533,0.0216249807908416,0.0815107643555107,1675892856.262583,1675898123.555816,random
230208-231716-1942-nice-save,1.5431638211879022,5.389791224968379,0.0978683993123867,0.0603675540070453,0.0704241231162915,1675898236.195098,1675903384.90359,random
230208-235635-2073-long-hair,0.9304136102392868,11.550125814406202,0.000264404653224,0.0003637772918098,0.1228157421457059,1675900595.208332,1675908038.297957,random
230208-235448-1393-drab-song,0.7602480350020344,6.154053307140096,0.0001538043916259,0.0002637244042495,0.0584915648797877,1675900488.140252,1675905848.574951,random
230208-233834-8834-live-list,1.254913585517413,7.761595452532978,0.0356096429089798,0.0392542860104017,0.0662434914114756,1675899514.884444,1675905653.601069,random
230209-004721-5413-wise-room,1.9218625951743769,2.0343619007199667,0.0262278962115312,0.1656907409046834,0.1670962932122415,1675903641.554363,1675909021.220224,random
230209-012649-6798-posh-lack,1.937601524577232,9.330742701412124,0.001267846402565,0.0379179985315746,0.0956364112289487,1675906009.680702,1675912221.713958,random
230209-012552-2713-dear-nose,0.765194478889214,1.6627384936590637,0.0010967719063527,0.2092505615103835,0.2088504620112677,1675905952.277379,1675911371.472465,random
230209-020320-4153-wiry-wait,0.8458642195990788,11.00101720594456,0.0004319563935233,0.0003749364950705,0.1010759047738227,1675908200.4257,1675915331.558063,random
230209-022200-4697-back-rate,1.153095367833214,1.5441672973272464,0.5124521606460986,0.2141819023813796,0.2140473320772257,1675909320.474307,1675914671.467484,random
