soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
6.75,0.5,0.2,7,0.007580116876237527,0.19247971441149808
6.75,0.5,0.2,15,0.008653817943237368,0.2068593842881457
6.75,0.5,0.2,31,0.011519879330843147,0.17145205056294016
6.75,0.5,0.2,62,0.01557961526517634,0.140228561161959
6.75,0.5,0.2,125,0.01659422284000891,0.12885699796283862
6.75,0.5,0.2,250,0.017079733273601124,0.09485554613441047
6.75,0.5,0.2,500,0.017264152114328114,0.07672859193793438
6.75,0.5,0.2,1000,0.016590149960853964,0.07215134497580591
6.75,0.5,0.2,2000,0.017266487312536435,0.06182594066664029
6.75,0.5,0.2,4000,0.01676553967337501,0.05758525949683566
6.75,0.5,0.2,8000,0.016558264229153786,0.053033637186258566
6.75,0.5,0.2,16000,0.015914555813428963,0.04963216868559613
6.75,0.5,0.2,32000,0.014737137934479389,0.04880215705440795
