soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
13.5,0.8,0.2,7,0.007665205268626701,0.2733543839611249
13.5,0.8,0.2,15,0.013164620906726479,0.26327260776531236
13.5,0.8,0.2,31,0.018056690256041903,0.2049591537546366
13.5,0.8,0.2,62,0.023800013920247855,0.19593838390145685
13.5,0.8,0.2,125,0.03920386871503371,0.20339253863772871
13.5,0.8,0.2,250,0.06371066246657428,0.18277793964460012
13.5,0.8,0.2,500,0.06498467259140597,0.16140367485198287
13.5,0.8,0.2,1000,0.07564394419012037,0.15184849846101378
13.5,0.8,0.2,2000,0.0776163530233515,0.1392507586549685
13.5,0.8,0.2,4000,0.07561228972285143,0.13397824170756617
13.5,0.8,0.2,8000,0.07550329529871243,0.13299932210677345
13.5,0.8,0.2,16000,0.07141506760693853,0.13543197668586307
13.5,0.8,0.2,32000,0.06923685924967603,0.1340573821384499
