soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
6.75,0.5,0.2,7,0.01814320436076611,0.2435090332051888
6.75,0.5,0.2,15,0.030393918183314224,0.24210952858112372
6.75,0.5,0.2,31,0.036381922210033835,0.22071725971927605
6.75,0.5,0.2,62,0.044976914642581196,0.18622023791214157
6.75,0.5,0.2,125,0.05706069321370284,0.20191670104068163
6.75,0.5,0.2,250,0.07052878974525466,0.19332688477111035
6.75,0.5,0.2,500,0.07485163337009329,0.18134406499445238
6.75,0.5,0.2,1000,0.0823787404536564,0.1626084502333665
6.75,0.5,0.2,2000,0.08297784154566613,0.14681191973915125
6.75,0.5,0.2,4000,0.07824130804858194,0.13896376531161161
6.75,0.5,0.2,8000,0.07540184398212693,0.13661248108419444
6.75,0.5,0.2,16000,0.07199052496842731,0.13283703635101496
6.75,0.5,0.2,32000,0.06868993512894277,0.13260504365544595
