soap_cutoff,atom_sigma,noise,numb_training_atoms,av_train_rmse,av_test_rmse
9.0,0.20,0.20,7,0.023135963463133173,0.2526765437627483
9.0,0.20,0.20,15,0.031100137007547796,0.2116741472850281
9.0,0.20,0.20,31,0.03817870964683416,0.143410643799568
9.0,0.20,0.20,62,0.04146871991954172,0.12176470862137426
9.0,0.20,0.20,125,0.04914721607419452,0.10739145055076374
9.0,0.20,0.20,250,0.04798183235358969,0.09899908736606836
9.0,0.20,0.20,500,0.04887394440845512,0.09211604860418492
9.0,0.20,0.20,1000,0.04763824081805483,0.09082766324582969
9.0,0.20,0.20,2000,0.04838373401135426,0.0892030928533511
9.0,0.20,0.20,4000,0.04799677490637209,0.08557521320362152
9.0,0.20,0.20,8000,0.04708080880819636,0.08240522696903195
9.0,0.20,0.20,16000,0.04517502855259119,0.07965378277993793
9.0,0.20,0.20,32000,0.043140683613517895,0.07690499797563585
