id,config.sigma,config.cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end,metadata.search-mode
230208-095808-7622-tame-sing,1.912419752726623,8.180504981417895,0.0143372810356893,0.0748033465943911,0.1035112836002454,1675850288.76427,1675856653.495239,random
230208-095808-2975-thin-idea,0.5708543932377761,6.007677425976976,0.0023457601576723,0.0361716601836984,0.1995984147584076,1675850288.299577,1675856652.803534,random
230208-095446-4269-torn-sink,0.8409830659338153,13.965270010770269,0.0001728446791964,0.0003911141828596,0.4521287138949382,1675850086.431716,1675856506.163075,random
230208-095446-4269-taut-grab,1.609006472778526,12.632782458670867,0.0052246871794584,0.049029636409481,0.1317807826581474,1675850086.43176,1675856494.105166,random
230208-095445-5706-bare-step,1.3704278837968182,12.513497738172395,0.000193218318947,0.0037455118364176,0.424626215738256,1675850085.57148,1675856488.113691,random
230208-095445-7068-zany-milk,0.5752988730777565,13.932538900993617,0.1187790430240048,0.0295225115185171,0.0910586156508933,1675850085.707629,1675856487.502497,random
230208-095445-7114-tart-boat,1.6161565892270404,13.490129941838704,0.0122038289665358,0.068176271685076,0.134081803950844,1675850085.712304,1675856477.978916,random
230208-095446-4268-tall-tree,1.76357496529334,10.355092473195,0.0002633305924984,0.0179807375268335,0.1929531828746172,1675850086.430641,1675856430.305805,random
230208-095446-4268-back-gene,0.2695108970786538,3.5211544129073427,0.0005432355214585,0.0783354317321354,0.0943598959076523,1675850086.430155,1675856408.924394,random
230208-095445-6712-oily-king,1.2693032733690752,6.0232566796650335,0.0004469459607937,0.0386717444192767,0.1768900929731846,1675850085.672031,1675856411.626656,random
230208-114217-7672-rosy-stop,0.266382396742474,14.295284455418606,0.7195634120338362,0.0874746393889176,0.1218361072484094,1675856537.767968,1675860159.221943,random
230208-114218-0123-used-text,0.7941582750613357,10.660617942183778,0.0418507372263926,0.0218561939478744,0.0953047367015416,1675856538.018554,1675860134.971897,random
230208-114250-6983-keen-line,0.9782416392308988,11.14954177301876,0.0013065306467719,0.0037091613019447,0.1856028715803137,1675856570.699237,1675857892.78775,random
230208-114318-3198-safe-rice,0.9450816592345082,4.564371515533159,0.0119699813257984,0.0646825563322929,0.0955985288389507,1675856598.340782,1675857593.403511,random
230208-120639-6127-aged-wrap,1.4813530749531836,2.2186954020434646,0.0077686608061185,0.2141819023820568,0.2140473324220229,1675857999.613762,1675858988.880667,random
230208-120141-6781-twin-text,1.2267106384220334,2.883548782974097,0.001095000970339,0.2040845530483914,0.2037561367482406,1675857701.678897,1675858680.37577,random
230208-122453-8812-wise-main,1.8892771698764288,10.923207808202262,0.0046419380836143,0.0651822445286528,0.1208103232728055,1675859093.882271,1675860135.673491,random
230208-114638-1344-evil-pull,1.1418837456607056,10.225541889368117,0.0005835891124252,0.0040122917248815,0.1847637815907422,1675856798.135404,1675859726.777236,random
230208-114639-7099-true-hire,0.687415568740693,11.5417468721633,0.0039415006049929,0.002901121096387,0.1550713748277266,1675856799.712513,1675859727.722845,random
