id,config.sigma,config.cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end,metadata.search-mode
230208-101154-2307-high-ship,1.4368468629643405,13.923520471438367,0.0018631849725701,0.0583625599809584,0.5171555641518649,1675851114.231564,1675857363.090429,random
230208-101154-2027-sore-bird,0.3327114597511823,11.688439587058234,0.0002178506199269,0.0109231025291384,0.7751831911943309,1675851114.203624,1675857361.790418,random
230208-101154-2147-damp-coat,0.6749768149939768,4.805603207882029,0.0032375485337157,0.2097454221060112,0.2201323616894325,1675851114.215524,1675857350.477071,random
230208-101154-2139-both-neat,1.6009466158688668,3.7197938865945552,0.0049552441396674,0.2141819023766396,0.2140473309594143,1675851114.214812,1675857268.024857,random
230208-101151-7649-torn-join,0.8346591374733698,13.8031091284959,0.0034823663455015,0.024091097823579,0.4763597595189166,1675851111.766021,1675854378.98095,random
230208-101151-8213-wild-long,1.9805732174790605,4.871696634539285,0.019065153989534,0.2097631078436397,0.2112803958128376,1675851111.822364,1675854377.92078,random
230208-101200-5482-slow-kill,1.8960378775043347,14.729172621952896,0.0038438644547813,0.1057904936037575,0.2600789594488851,1675851120.578693,1675853791.936845,random
230208-101200-5079-open-luck,0.4273592526023957,3.2958154727029867,0.3449968226704631,0.214181902381379,0.2140473320772621,1675851120.508827,1675853784.251663,random
230208-101159-9646-fond-link,1.6308184501651433,8.319745675316744,0.0248826424500513,0.1391388164055089,0.1717845970505054,1675851119.965592,1675853790.928555,random
230208-101200-5863-late-crew,1.719784452255886,5.765938384475833,0.0001796550274397,0.1931393271984754,0.4369773469644672,1675851120.587309,1675853789.85002,random
230208-115739-7248-easy-sell,1.656336292689902,11.146028588125183,0.0034910140422419,0.0959937156849272,0.2365706783731161,1675857459.725728,1675862347.224298,random
230208-115739-5807-male-sign,1.053009639297994,9.32802232828742,0.1214140989846817,0.1267664495067793,0.1717358092146159,1675857459.581558,1675862345.773255,random
230208-115740-3714-best-part,0.6806070843942164,9.240809161550992,0.001278682974634,0.0505524791025842,0.5884869334835044,1675857460.373673,1675862332.80392,random
230208-110751-8668-back-bowl,1.504795050007296,9.666936133038735,0.017064626755913,0.1206979506315025,0.1823413787237948,1675854471.86794,1675857639.252803,random
230208-110751-7586-past-pick,1.7799731117686015,4.090177352983243,0.000712312098593,0.2137901194606891,0.2139637751117014,1675854471.766338,1675857634.84309,random
230208-115653-5851-dull-draw,1.560111070736777,9.14349816782086,0.0007594258517195,0.0898372433608162,0.2741751663729964,1675857413.586135,1675858597.522949,random
230208-105809-9955-drab-body,0.6482181721537986,9.728689503000952,0.0054982467911128,0.0613740396468896,0.3361151665173866,1675853889.996299,1675860113.922559,random
230208-105810-1267-dark-nose,1.824291734760243,8.095261575106324,0.0656792265709908,0.1511515793317401,0.1660722089070584,1675853890.127607,1675860112.957978,random
230208-105809-9855-lean-vast,0.2049721460618696,13.148105837609318,0.0255918751464248,0.1211478811569503,0.1850047658020032,1675853889.986397,1675860078.185042,random
230208-105809-9624-twin-luck,0.8079197686429622,2.393936185331151,0.0093157437192872,0.2141819023829997,0.2140473319561256,1675853889.963332,1675860043.858392,random
230208-124404-2371-dead-fear,0.7503446381022617,10.235741776113564,0.0063733575921871,0.0541380474111696,0.3187426961585884,1675860244.2428,1675862145.380942,random
230208-120222-6763-fast-sock,1.6360943884335128,10.01427030451498,0.0186799277599701,0.125698870054622,0.1800350204210751,1675857742.677383,1675861371.532426,random
230208-120222-7834-left-west,0.4627905146473601,2.588693449956568,0.0281907428788153,0.2141819023812604,0.2140473320961654,1675857742.784291,1675861365.892452,random
230208-121845-3074-live-hurt,1.2872822920462266,3.160522219392663,0.1275430574027189,0.2141819023813632,0.2140473320747526,1675858725.33759,1675861180.835241,random
230208-124330-1266-fine-cook,0.5663938402637259,7.937833355727421,0.0004072292518531,0.0792413129785095,1.2747949008582866,1675860210.130481,1675861150.052087,random
230208-132053-1597-open-tear,0.6157509728553169,12.206341552621645,0.0001306410672672,0.0065340316385034,1.2237241995479031,1675862453.160697,1675866332.466441,random
230208-132053-1929-bony-glad,0.1904315994276823,2.2170058144873352,0.6743015823265578,0.2141819023813773,0.214047332077261,1675862453.193798,1675866264.005819,random
230208-124341-0709-bony-nail,1.8925870672151264,11.279270532004396,0.0006252334033801,0.0857394319915305,0.3128434674016785,1675860221.074924,1675863521.042014,random
230208-124341-1352-smug-rest,0.6601890371927746,2.799760904290697,0.0023597160791152,0.2141819023966021,0.2140473348826218,1675860221.138309,1675863458.536259,random
230208-132040-7990-busy-name,0.1275667612526392,2.909661922372136,0.8351263578585495,0.2141819023813769,0.2140473320772112,1675862440.799807,1675863352.92884,random
230208-134023-4221-smug-will,0.6648689702818111,8.496758664514786,0.0004553482238224,0.0670277612030142,0.8835311916353954,1675863623.423257,1675864574.260472,random
230208-133922-9946-left-mate,0.3791550421956471,14.268204523334749,0.0909845879991558,0.0938106944256073,0.1811990840418218,1675863562.997591,1675864499.160143,random
230208-133823-8181-firm-salt,1.210596282314735,8.816162689646497,0.7133191574835743,0.1514120160269141,0.1647859608535522,1675863503.821096,1675864473.871048,random
230208-130502-1927-idle-cash,0.3450990450749498,7.392289680152726,0.1234191481307805,0.1392829872254316,0.1641792503305468,1675861502.193719,1675864241.438373,random
230208-130501-6072-sour-burn,1.9559759355383808,2.0197350914183887,0.0014125034307226,0.2141819024266407,0.2140473223886452,1675861501.608289,1675864202.095017,random
230208-130127-3113-vain-self,1.600557016307466,11.864621432253031,0.001306845294074,0.0704843497846583,0.3604257290671139,1675861287.312335,1675864186.343132,random
230208-130118-9006-damp-jury,1.4228363223847091,1.64244831250901,0.0026330945513096,0.2141819023806097,0.2140473338648359,1675861278.901814,1675863620.09885,random
230208-135800-8433-ugly-team,0.4391133820593712,6.9594519901330765,0.0201229494408678,0.1280333866324209,0.184661711597717,1675864680.84441,1675865598.646293,random
230208-135252-6422-hard-show,0.2660849944376244,14.430928028674971,0.0033758665585819,0.0496520254474832,0.3299115451387798,1675864372.64516,1675865564.288437,random
230208-135615-9322-same-hope,1.3830593295072404,4.453402741654229,0.4809562290116191,0.212390905075663,0.2135497843075591,1675864575.933105,1675865495.396942,random
230208-135208-9795-dead-pair,1.4307719814700357,5.545908118581487,0.9901125373615092,0.2056873515273628,0.20690583936463,1675864328.982467,1675865451.958687,random
230208-135205-1213-best-ball,1.2172361082504797,11.201303880346924,0.0384728751437803,0.1039344326100207,0.1866641220618926,1675864325.122296,1675865289.203155,random
230208-142731-2209-oily-high,0.9058364356619274,8.865462255910954,0.0052663565818886,0.0868924466113602,0.2639208198327746,1675866451.222014,1675867384.607483,random
230208-142631-2415-late-book,0.4003465048781521,13.535685053871424,0.4052845367765602,0.1231864672900173,0.1711928610827318,1675866391.242479,1675867325.691354,random
230208-134238-9704-worn-wrap,0.3164931593957502,11.635738826490494,0.0129601534940548,0.0767542872274138,0.2265388931445595,1675863758.997755,1675867058.172312,random
230208-132111-4231-vain-make,1.354681419597878,7.746712822472081,0.0092777802081813,0.1254746331176891,0.1881448681765868,1675862471.425071,1675866755.030473,random
230208-141432-8643-live-exam,0.2559178589248715,9.351746128223546,0.0009189097264183,0.0766088306624613,0.3844842049203285,1675865672.865216,1675866608.19779,random
230208-144345-6819-pink-wave,0.5444979907451352,6.398274626395172,0.0037822813340503,0.1474925709033984,0.2650833151342885,1675867425.709232,1675868549.039737,random
230208-141248-7444-wide-grab,1.5986697556087153,6.767558851602622,0.0200675140819924,0.1474317221731454,0.1697118991669935,1675865568.783796,1675868249.558632,random
230208-141524-5662-poor-role,1.81371087907228,9.20476391175433,0.002594104558809,0.118030006826376,0.1929218891485303,1675865724.567193,1675868090.297291,random
230208-143145-5613-blue-tree,1.3979772529166272,2.005661185002344,0.0438688908441258,0.2141819023812174,0.2140473320786607,1675866705.562434,1675867623.642661,random
230208-150411-7023-loud-gear,0.4596602664098044,8.618927862388265,0.0166324162124343,0.1015794018664883,0.2211727690870713,1675868651.703142,1675869585.193079,random
230208-145928-6017-aged-risk,1.2961493145996157,9.263883136612748,0.0001156226652572,0.0441008333403346,0.8124745812515373,1675868368.602613,1675869314.807338,random
230208-141335-1830-tidy-song,0.901744876891946,11.802587284869595,0.0005213369834003,0.0114381258555373,0.6641132453771836,1675865615.183926,1675868788.314647,random
230208-140949-6350-open-blow,0.9591670215595004,9.067278314262612,0.0005748803363703,0.0523262902688945,0.6314451596839488,1675865389.636044,1675868719.852735,random
230208-144845-7245-mild-fall,0.8614107511894231,12.39971223140134,0.000158707311049,0.0076009551704889,1.0839205081573522,1675867725.725569,1675868670.828257,random
230208-144501-9072-near-burn,1.5826899176225744,11.444152426523774,0.0004529506425564,0.0490632851403722,0.4869386316515697,1675867501.908169,1675868669.865949,random
230208-145801-5751-dual-note,0.5289908763799578,11.007106596238463,0.0030362318892411,0.0279620304324333,0.408276086953714,1675868281.576096,1675872308.797052,random
