id,config.atom_sigma,config.soap_cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end,metadata.search-mode
230628-161326-4377-fast-girl,0.4,12.0,0.0001094598196751,0.0760975585753312,5.469478982417885,1687965206.438663,1687969483.038876,random
230628-161334-9608-slow-bank,0.4,12.0,0.0002315680701473,0.0846395376716165,3.215500118941771,1687965214.961584,1687969481.885968,random
230628-161227-3002-evil-face,0.4,12.0,0.0308701706261474,0.1602958703160809,0.6656193669649872,1687965147.30087,1687969453.449273,random
230628-161324-5215-gray-kill,0.4,12.0,0.9988338784119598,0.2285058176918139,0.4115193879435003,1687965204.522693,1687969415.446981,random
230628-161940-4636-tart-math,0.4,12.0,0.0034291291445075,0.1256236217892179,1.021587422393673,1687965580.464263,1687969286.474218,random
230628-161939-6971-near-salt,0.4,12.0,0.0488087139427678,0.1686554703275728,0.5840909638624563,1687965579.697749,1687969277.730741,random
230628-161228-8292-soft-rice,0.4,12.0,0.0216083692833426,0.1542225472048265,0.74718625518218,1687965148.842112,1687969162.516399,random
230628-173415-4088-grim-blue,0.4,12.0,0.0008266520562185,0.1033892654200356,1.3617276377303846,1687970055.409831,1687974308.31135,random
230628-173539-9620-open-sell,0.4,12.0,0.0209691799880318,0.1537283216497087,0.7544915788812065,1687970139.97459,1687974358.679904,random
230628-173401-6241-vain-task,0.4,12.0,0.1915523341348772,0.1945992467006894,0.4691994139620218,1687970041.64586,1687974259.836929,random
230628-173512-2247-flat-fold,0.4,12.0,0.1164510863179168,0.1852896070993697,0.4961557688279033,1687970112.22924,1687974043.13982,random
230628-173510-5240-ajar-shoe,0.4,12.0,0.0741601924681309,0.1766456625956463,0.5331189951609117,1687970110.537126,1687974034.442343,random
230628-172813-8993-fair-tale,0.4,12.0,0.0028356206000688,0.1226789918146082,1.0402235280728145,1687969693.900885,1687973375.442407,random
230628-172807-5434-thin-call,0.4,12.0,0.0017384032531068,0.1150739728262053,1.109141659038663,1687969687.543987,1687973365.730638,random
230628-162132-2564-long-head,0.4,12.0,0.001218817435289,0.1095059733560842,1.1897503570593873,1687965692.262275,1687972533.606781,random
230628-161858-1676-dead-cook,0.4,12.0,0.656928982651003,0.2185872051718339,0.4254894512468724,1687965538.169192,1687972447.642776,random
230628-161819-9539-wiry-slip,0.4,12.0,0.0909680412143809,0.1805741399037737,0.51450101118961,1687965499.954846,1687972335.113565,random
230628-183725-1518-fond-blow,0.4,12.0,0.0001053788365619,0.0757390537259191,5.603298343878306,1687973845.181346,1687980596.18253,random
230628-183305-4883-easy-deep,0.4,12.0,0.3796334510329753,0.2073603156607279,0.4441354162112527,1687973585.495235,1687980371.301958,random
230628-183302-1330-able-till,0.4,12.0,0.003996657165434,0.1279954021328441,1.0095343666769658,1687973582.140261,1687980263.946852,random
230628-184737-4262-oval-mind,0.4,12.0,0.7886403133886429,0.2227375805547726,0.4192290900171927,1687974457.433904,1687978552.702823,random
230628-184735-7234-worn-wave,0.4,12.0,0.002008140072626,0.1173223338791301,1.0854044257891378,1687974455.724123,1687978545.474859,random
