id,config.sigma,config.cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end
230629-160715-5508-bold-milk,0.05,2.5,1.0,0.3776575828716695,0.377409089525251,1688051235.55177,1688056685.014266
230629-184602-7216-ripe-care,0.05,12.0,0.1,0.3438751111888759,0.3773024352512314,1688060762.738619,1688066455.551466
230629-175030-8855-same-push,0.05,4.0,0.1,0.3776575828716829,0.3774090895253027,1688057430.88608,1688065094.924665
230629-175029-6724-cold-pack,0.05,4.5,0.1,0.3776575828716829,0.3774090895253027,1688057429.672831,1688065071.276517
230629-175041-3323-rich-east,0.05,5.0,0.1,0.3776575828716829,0.3774090895253027,1688057441.332948,1688065081.136712
230629-182707-2717-wild-sand,0.05,11.0,0.1,0.3324478518993324,0.3656973301588433,1688059627.297334,1688064106.170534
230629-175108-2972-soft-exam,0.05,3.0,0.1,0.3776575828716829,0.3774090895253027,1688057468.297695,1688063942.289597
230629-175107-8769-nice-fill,0.05,3.5,0.1,0.3776575828716829,0.3774090895253027,1688057467.877773,1688063897.326978
230629-175737-7881-nice-army,0.05,9.0,0.1,0.3328167135012231,0.3618974268061262,1688057857.788707,1688063100.558955
230629-175244-6421-evil-gift,0.05,2.5,0.1,0.3776575828717531,0.3774090895181878,1688057564.642753,1688062388.585211
230629-175927-2555-damp-slip,0.05,8.5,0.1,0.3319497162857908,0.3691009306518009,1688057967.77782,1688062069.769087
230629-202434-1275-ripe-rich,0.1,6.5,0.1,0.3348672275193634,0.3614825280894652,1688066674.783293,1688072873.56722
230629-194942-8733-each-step,0.1,5.5,0.1,0.3776575828716829,0.3774090895253027,1688064582.873746,1688071077.020998
230629-194943-5907-ripe-plan,0.1,5.75,0.1,0.3708428675663878,0.3729747238280374,1688064583.591217,1688071065.990469
230629-202531-2273-full-back,0.1,6.25,0.1,0.3367693456625037,0.3494205870123849,1688066731.227903,1688070787.622369
230629-185756-9285-lazy-bird,0.05,13.0,0.1,0.3322943959751493,0.3733634018674172,1688061476.929289,1688070213.924695
230629-185935-7837-cute-date,0.05,15.0,0.1,0.3225275553399905,0.3474783214725241,1688061575.784272,1688070209.767801
230629-185745-0747-wary-item,0.05,14.0,0.1,0.3409091633286981,0.3765546291488612,1688061465.082346,1688070123.112732
230629-194342-1944-next-poem,0.1,5.0,0.1,0.3776575828716829,0.3774090895253027,1688064222.19503,1688069980.535275
230629-192832-9837-male-wine,0.1,4.0,0.1,0.3776575828717531,0.3774090895181878,1688063312.984248,1688069549.90333
230629-194702-8139-drab-club,0.1,5.25,0.1,0.3776575828716829,0.3774090895253027,1688064422.849146,1688069478.486132
230629-192357-8985-taut-tell,0.1,3.5,0.1,0.3776575828717531,0.3774090895181878,1688063037.927542,1688069199.821749
230629-193433-1742-used-bite,0.1,4.5,0.1,0.3776575828716829,0.3774090895253027,1688063673.174844,1688068897.247093
230629-195336-3309-rich-gate,0.1,6.0,0.1,0.3620805193585209,0.3636198428325251,1688064817.359112,1688068687.303637
230629-191934-5246-vain-hand,0.1,3.0,0.1,0.3776575828716829,0.3774090895253027,1688062774.533129,1688068583.453715
230629-175342-9813-some-high,0.05,7.75,0.1,0.3321050091953429,0.3619130480997586,1688057622.981828,1688068611.221694
230629-175354-0543-wary-ship,0.05,8.0,0.1,0.3472138194692936,0.3644165415472841,1688057634.05486,1688068587.600744
230629-175348-9280-bare-peak,0.05,7.5,0.1,0.3355434390515218,0.3536973466401752,1688057628.928964,1688068504.602531
230629-175237-6698-live-game,0.05,7.25,0.1,0.3541582827477796,0.3737607562721049,1688057557.672346,1688068451.829775
230629-175236-5104-vast-cold,0.05,6.75,0.1,0.36242223814221,0.3721260192128941,1688057556.51122,1688068403.210988
230629-175238-3702-half-nose,0.05,7.0,0.1,0.3455941318869802,0.3723939711953429,1688057558.37099,1688068292.037724
230629-175247-8638-next-tone,0.05,6.5,0.1,0.342737962262971,0.3660287534959984,1688057567.882366,1688068248.819954
230629-175210-8521-wiry-host,0.05,6.25,0.1,0.3635799413123545,0.3621016466557858,1688057530.852997,1688068224.82375
230629-175211-1897-loud-list,0.05,6.0,0.1,0.3672050002671024,0.3696834268598491,1688057531.190355,1688068202.900721
230629-175100-4093-oily-stop,0.05,5.25,0.1,0.3776575828714398,0.3774090895327903,1688057460.415037,1688067987.04783
230629-175058-6510-loud-team,0.05,5.5,0.1,0.3776575828714398,0.3774090895327903,1688057458.651733,1688067967.689451
230629-175058-4415-fair-sand,0.05,5.75,0.1,0.375536147257795,0.3768178957220812,1688057458.442009,1688067735.983908
230629-181941-7558-dual-rent,0.05,10.0,0.1,0.3279156960986854,0.3496196278601804,1688059181.769657,1688067333.194984
230629-190658-6005-next-self,0.1,2.5,0.1,0.3776575828717531,0.3774090895181878,1688062018.611105,1688066916.499142
230629-221320-8211-huge-site,0.15,3.0,0.1,0.3776575828716829,0.3774090895253027,1688073200.821569,1688078726.08919
230629-202923-9534-fond-rush,0.1,6.75,0.1,0.3204949400460919,0.3578565692721052,1688066963.953966,1688073218.364992
230629-221916-7120-past-tune,0.15,3.5,0.1,0.3776575828716829,0.3774090895253027,1688073556.712758,1688078412.654715
230629-220455-9891-numb-dark,0.15,2.5,0.1,0.3776575828716829,0.3774090895253027,1688072696.163855,1688078139.003967
230629-215814-5554-able-area,0.1,14.0,0.1,0.2810671710790164,0.3500100220085126,1688072294.565721,1688077588.713148
230629-235356-3471-idle-menu,0.15,7.25,0.1,0.3004972079919023,0.3525261252235613,1688079236.348024,1688086659.676526
230629-223214-4795-lame-jury,0.15,5.5,0.1,0.3776575828716829,0.3774090895253027,1688074334.480148,1688080337.597704
230629-210951-2939-wary-mind,0.1,13.0,0.1,0.2791599563112313,0.4135481228655809,1688069391.294422,1688079971.331607
230629-210848-9514-huge-hole,0.1,12.0,0.1,0.2919148534596665,0.3753916002812559,1688069328.957314,1688079970.132276
230629-222433-2317-easy-hole,0.15,5.0,0.1,0.3776575828716829,0.3774090895253027,1688073873.232719,1688079880.288231
230629-222430-6094-able-turn,0.15,4.5,0.1,0.3776575828716829,0.3774090895253027,1688073871.018527,1688079867.430744
230629-210848-8541-idle-meat,0.1,10.0,0.1,0.305922738393361,0.392227864457397,1688069328.854718,1688079875.073883
230629-210845-9002-tidy-term,0.1,11.0,0.1,0.2956936914500147,0.3790752097268235,1688069325.900669,1688079835.611645
230629-222257-6475-arid-test,0.15,4.0,0.1,0.3776575828716829,0.3774090895253027,1688073777.677408,1688079629.373596
230629-210751-9246-only-play,0.1,9.0,0.1,0.3077923835450002,0.3829175666250865,1688069271.925377,1688079618.261502
230629-210751-7758-grim-cost,0.1,9.5,0.1,0.3136156532212508,0.355745302789285,1688069271.776304,1688079485.290345
230629-210304-9093-rude-city,0.1,8.5,0.1,0.3173333459206218,0.3440511208655035,1688068984.912792,1688079474.146396
230629-210315-0616-dead-turn,0.1,8.0,0.1,0.3302689356000383,0.3854738696614309,1688068995.062259,1688079475.229341
230629-210151-9809-spry-gift,0.1,7.25,0.1,0.331397500464201,0.3761085960274152,1688068911.981729,1688079377.37581
230629-210153-3420-cool-item,0.1,7.0,0.1,0.3209769816528639,0.3590199650850109,1688068913.342645,1688079362.815408
230629-210151-2542-back-wood,0.1,7.5,0.1,0.3053452612043216,0.3414640769420884,1688068911.254929,1688079340.330349
230629-210151-2553-wide-deal,0.1,7.75,0.1,0.3207476283656981,0.3524448478067916,1688068911.256318,1688079220.138544
230629-223027-5658-ajar-half,0.15,5.25,0.1,0.3776575828717531,0.3774090895181878,1688074227.566406,1688078938.446235
230630-003523-2741-back-cash,0.2,7.25,0.1,0.2962929044313195,0.3634727083555079,1688081723.274649,1688086476.028742
230630-002705-7218-rare-tone,0.2,6.25,0.1,0.3259853965326406,0.3622846264144616,1688081225.755339,1688086380.46739
230630-001038-1461-grim-talk,0.15,9.5,0.1,0.2886059910601767,0.4478268432980707,1688080238.160325,1688086023.466757
230630-000037-1873-tall-help,0.15,8.5,0.1,0.3059827115142615,0.3725677088695734,1688079637.219257,1688085573.35628
230629-234942-5830-left-stay,0.15,7.5,0.1,0.3010133987261973,0.3511202490278379,1688078982.598456,1688084800.780971
230630-002614-3149-wary-mail,0.2,7.0,0.1,0.2953655707075337,0.3665527227515515,1688081174.338911,1688084520.104804
230630-000017-6153-blue-soft,0.15,8.0,0.1,0.2954932168336389,0.354952252442692,1688079617.616084,1688084493.015602
230630-002435-5614-twin-item,0.2,6.75,0.1,0.2948791052898534,0.3592441220453548,1688081076.594053,1688084455.579064
230629-235520-4695-half-code,0.15,7.75,0.1,0.3035024522777978,0.3593650560865187,1688079321.601929,1688084296.162377
230630-000208-5062-only-mode,0.15,9.0,0.1,0.2885734638244241,0.380512942523011,1688079728.520699,1688084239.974563
230629-232921-9558-sore-size,0.15,6.75,0.1,0.3047107729171832,0.3554431378625304,1688077761.956471,1688083643.347468
230629-232747-2516-vain-coat,0.15,6.5,0.1,0.3118275140140679,0.3628531765521025,1688077667.270776,1688083547.969496
230629-233652-9359-poor-hang,0.15,7.0,0.1,0.3078916028646534,0.3606938778035567,1688078212.966322,1688083642.767934
230629-224949-8512-fine-meet,0.15,6.25,0.1,0.3283944005603161,0.3519806352456196,1688075389.87703,1688083243.269158
230629-224454-8011-able-blow,0.15,6.0,0.1,0.3614459149271353,0.3604863908942315,1688075094.801584,1688083038.073128
230629-222646-2410-next-lock,0.1,15.0,0.1,0.2663058883382859,0.3683177462854484,1688074006.268202,1688082941.102243
230629-224445-2026-bold-fill,0.15,5.75,0.1,0.3709936753298263,0.3725327363547589,1688075085.203195,1688082859.301776
230630-020434-2342-loud-hand,0.25,6.75,0.1,0.291738436945898,0.3693224892556759,1688087074.234808,1688091933.433453
230630-004806-5869-each-gain,0.2,8.5,0.1,0.2814081581234243,0.382399681971575,1688082487.429357,1688086918.524465
230630-020501-8876-wild-meet,0.25,7.0,0.1,0.2895529899218066,0.3635398398899456,1688087101.926334,1688091695.597985
230630-010944-7544-rare-most,0.2,14.0,0.1,0.2109612202232114,0.3897739038093289,1688083784.754998,1688091521.236173
230630-010914-9134-dual-peak,0.2,12.0,0.1,0.2285791840156599,0.3927422564198026,1688083754.938817,1688091524.366531
230630-010915-9113-safe-draw,0.2,13.0,0.1,0.2220103568470023,0.3804893665185516,1688083755.911819,1688091471.385602
230630-013944-5513-dull-past,0.25,5.75,0.1,0.3703807567369596,0.3682551221895387,1688085584.551967,1688091456.091328
230630-011836-6203-sane-king,0.2,11.0,0.1,0.235148432105816,0.4575356306452157,1688084316.620936,1688091413.817251
230630-001832-5391-mean-fear,0.2,6.0,0.1,0.3612634777816416,0.3601873844352001,1688080712.540068,1688091187.416303
230630-001810-4660-lost-calm,0.2,5.5,0.1,0.3776575828714398,0.3774090895327903,1688080690.471273,1688091177.981828
