id,config.atom_sigma,config.soap_cutoff,config.noise,result.av_train_rmse,result.av_test_rmse,metadata.timing.start,metadata.timing.end,metadata.search-mode
230704-091805-5207-that-iron,0.4,12.0,0.0285794333011169,0.0429303469534069,0.1670634612995586,1688458685.52215,1688469633.17356,random
230704-091957-0771-dual-lift,0.4,12.0,0.0049848360450167,0.0232726698546436,0.2093848983369452,1688458797.079159,1688468300.554835,random
230704-091945-0357-left-joke,0.4,12.0,0.020416532771152,0.0387077906137508,0.1711729562159465,1688458785.036692,1688467535.972095,random
230704-091811-2860-loud-chip,0.4,12.0,0.0012582725164958,0.0132490577286064,0.300866108745574,1688458691.287797,1688466041.512632,random
230704-091731-3698-pink-lack,0.4,12.0,0.0053475277841147,0.0239222519939421,0.2070809935201436,1688458651.370571,1688487325.639005,random
230704-091731-5759-vast-roof,0.4,12.0,0.0004057104954978,0.0084188827533371,0.5532744954458388,1688458651.576589,1688487321.432218,random
230704-091731-4403-taut-knee,0.4,12.0,0.0078163325193353,0.0276735232787833,0.1944604253221126,1688458651.440975,1688487302.735817,random
230704-091732-5846-wiry-tear,0.4,12.0,0.0170021075978703,0.0364696183504254,0.1741609341419464,1688458652.585428,1688487262.963025,random
230704-091731-3697-fond-disk,0.4,12.0,0.0346315395889241,0.0453892967811846,0.1653700885247036,1688458651.371013,1688487233.43031,random
230704-091731-5012-bony-long,0.4,12.0,0.3883338959609006,0.077443953255172,0.1472346443079301,1688458651.50185,1688487233.648465,random
230704-115548-3102-male-mate,0.4,12.0,0.8827341400837391,0.0894193498099525,0.1445851916713639,1688468148.312036,1688476987.749505,random
230704-120055-9711-half-milk,0.4,12.0,0.0102457773198804,0.0305834822827771,0.1860123743239296,1688468455.971988,1688475923.285901,random
230704-143317-3244-sick-bird,0.4,12.0,0.0007977721628703,0.0109579327689851,0.3817943809396525,1688477597.325428,1688486858.47589,random
230704-123101-1795-tidy-hunt,0.4,12.0,0.0110858658429822,0.0314643257707109,0.1837951154999909,1688470261.21067,1688479227.735159,random
230704-121621-7053-high-gain,0.4,12.0,0.0291815122295824,0.0431958258518712,0.1668594430429755,1688469381.706171,1688478098.658071,random
230704-172833-6222-fast-quit,0.4,12.0,0.1142171239154954,0.0610734974880604,0.1571777663831096,1688488113.630598,1688517694.918751,random
230704-172832-2004-each-army,0.4,12.0,0.0239391479461012,0.0406906861780571,0.1690252339768478,1688488112.206266,1688517670.13854,random
230704-172942-8104-weak-wish,0.4,12.0,0.0046298027067865,0.0226045135650897,0.2118095263207677,1688488182.816484,1688517655.289139,random
230704-172832-1460-open-lake,0.4,12.0,0.0382002761989318,0.0466547771171163,0.1646452749291436,1688488112.148745,1688517572.875348,random
